permitnum,comment_n_rows,comment_max_cycle,comment_n_distinct_cycles,comment_n_review_types,comment_n_subjects,comment_has_structural,comment_has_eca,comment_has_fire,comment_has_design_review,comment_has_geotech,comment_avg_length,comment_repeated_correction_rate,comment_unresolved_rate,comment_partial_rate,comment_resubmit_rate,comment_tfidf_23,comment_tfidf_23_44,comment_tfidf_44,comment_tfidf_area,comment_tfidf_building,comment_tfidf_code,comment_tfidf_drainage,comment_tfidf_floor,comment_tfidf_new,comment_tfidf_note,comment_tfidf_permit,comment_tfidf_plan,comment_tfidf_plans,comment_tfidf_project,comment_tfidf_proposed,comment_tfidf_provide,comment_tfidf_required,comment_tfidf_review,comment_tfidf_seattle,comment_tfidf_shall,comment_tfidf_sheet,comment_tfidf_site,comment_tfidf_smc,comment_tfidf_smc_23,comment_tfidf_src,comment_tfidf_stormwater,comment_tfidf_tree,comment_tfidf_trees,comment_tfidf_update,comment_tfidf_wall
7057116-CN,12,2,2,5,7,0,0,0,0,0,452.5,0.0,0.0,0.0,0.16666666666666666,0.17733098592837393,0.20834212728740648,0.19874419452486017,0.08028149480141507,0.16587354051983877,0.0,0.1771501929585435,0.08720118635549295,0.21008470332609855,0.13231855064298798,0.25716598597224977,0.25054356632974223,0.07926386784483738,0.07618519552403225,0.22380900894974498,0.18103112643965688,0.20191655386512844,0.14554404464808846,0.18103112643965688,0.08923067841925118,0.19076208125049607,0.262890768366865,0.18701627262890771,0.18039809187759176,0.0,0.0,0.3820539839479089,0.2937749338102029,0.1386569735128179,0.0
7057226-CN,40,3,3,6,20,0,0,0,0,0,444.0,0.0,0.0,0.0,0.175,0.11828779376771809,0.13897362864521906,0.15074452853413164,0.16490837695861232,0.13757742416664615,0.18916513236027924,0.27528811551136845,0.16238865858879167,0.14013600573352236,0.17216122440541123,0.18101323412453063,0.23727588909421998,0.12616955717899253,0.17267755023947742,0.18635713211884133,0.15583195022739937,0.21978384350187113,0.19483412266376537,0.1841507276523635,0.19657284090305202,0.2130687320666237,0.1850409168427508,0.13641359454576887,0.12033369225570911,0.20394758819806985,0.311951093363756,0.20939321605985117,0.20345633582397507,0.13035458843579809,0.06429283961754763
7057316-CN,15,3,3,4,6,0,0,0,0,0,289.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.09525114095121888,0.1590072341618846,0.0,0.17792721813930037,0.09702256395130729,0.0941783997728583,0.2329662576833963,0.33900033501849336,0.09552137036309029,0.09181124358050767,0.16357599152604238,0.19186101329505872,0.09325030071227136,0.27031614131732445,0.0,0.0,0.28380027837840216,0.09592826792413331,0.15990990938092703,0.0,0.10125107825607531,0.0,0.396895306567998,0.32095641049657775,0.30390948344072893,0.3242728480853666
7057318-CN,33,2,2,6,9,1,0,0,0,0,474.3939393939394,0.0,0.0,0.0,0.0,0.14977351298995922,0.17596548140909693,0.16785908026458055,0.14229775540173675,0.05870883837302695,0.20171891412135567,0.3065425347563783,0.1545628057555361,0.1841526667201802,0.21524358306713764,0.16327441170605958,0.26828985985191856,0.058875396533976665,0.1742613743822702,0.20233366110198248,0.13446579941053763,0.20029711366158456,0.1880952415928228,0.19637173274588265,0.13909290925775605,0.1828515244765596,0.21516359965200343,0.1625144431840643,0.15236398656298894,0.14892135282069097,0.35951815785963387,0.0,0.0,0.14515419919965217,0.17084013423836206
7057553-CN,29,3,3,4,23,0,0,0,0,0,378.55172413793105,0.0,0.0,0.0,0.1724137931034483,0.16570791392324133,0.1946864453179726,0.18571760432421933,0.1943577061815032,0.16949570159384797,0.23747030568155458,0.0,0.23667000924091788,0.13885019480018304,0.24618173762262335,0.07570112720221717,0.2311754235119809,0.13670181803432757,0.14940372287543235,0.2106393602277834,0.2058970257010845,0.21607362836626987,0.11960828346359276,0.2058970257010845,0.261417331839852,0.1567685242187882,0.22227884258749078,0.18973248573833387,0.168573987925851,0.25602760671649594,0.0,0.15932955551862915,0.13274076088249356,0.0,0.18901581256829678
7057641-CN,8,2,2,3,8,0,0,0,0,0,283.75,0.0,0.0,0.0,0.0,0.30078455602664145,0.2842060001986986,0.27111316047331574,0.261333818103977,0.10782042798325933,0.2536746392643171,0.0,0.24963803384337158,0.23048136839129688,0.18049986586944908,0.0,0.10348690225576755,0.0,0.21810164762046524,0.10935929821675211,0.10348690225576755,0.10555555799078407,0.11726161636538382,0.21717888479014932,0.0,0.1846370688968604,0.10858690825099736,0.27897063965677577,0.3059869074171355,0.1940551770728395,0.0,0.0,0.0,0.23444197143795945,0.0
7057671-CN,27,2,2,6,15,0,0,0,0,0,440.3703703703704,0.0,0.0,0.0,0.18518518518518517,0.0,0.0,0.0,0.06522965829222196,0.1891882033512086,0.1510951611991224,0.28075699631949413,0.07085198902580615,0.2507495188484517,0.24702834027070308,0.2990622269566254,0.26246681149000356,0.06440282442707393,0.2157204854001825,0.20825832076531273,0.2035695929607388,0.22413412061577662,0.11825624725033602,0.1815843386486153,0.1227548217235694,0.23636686102126284,0.23057081649218542,0.0,0.0,0.2433645919957683,0.2654865224353465,0.1958727118558174,0.0,0.06653905950057501,0.20435436836717294
7057681-CN,45,2,2,6,22,0,0,0,0,0,418.6222222222222,0.0,0.0,0.0,0.1111111111111111,0.1624995567995694,0.1909170197731696,0.19484669044287323,0.19539896649416932,0.23275235307519387,0.19514600872600862,0.18400250213844951,0.205469957943529,0.1004604158003167,0.1773580002323677,0.06788726681802623,0.1647030081331755,0.20824827918694802,0.1465110396761704,0.18193838116765654,0.156084591620552,0.20752319772249825,0.16531013925246646,0.18997306246113907,0.2774365872792319,0.26837521084468485,0.17281984524591032,0.1378263302232881,0.15117380308394934,0.19067736130768057,0.20583140497329094,0.0,0.0,0.22768753887119023,0.1983070245511465
7057924-CN,32,3,3,5,13,0,0,0,0,0,385.78125,0.0,0.0,0.0,0.34375,0.24662059126737448,0.0,0.0,0.15078938766877023,0.22639410433019433,0.19611072411842037,0.0,0.2113613966091201,0.1512177567375381,0.23578725534579845,0.15215949290693817,0.23230130789735168,0.1837917740554992,0.19804136686368326,0.20174557664402407,0.25425883604257254,0.17003341123330656,0.21632374016296319,0.1838791617468749,0.2162805530441523,0.21380080627911238,0.0,0.20372330382284362,0.20835455745945577,0.23046067784025576,0.0,0.0,0.0,0.21287876079957435,0.2505489766883892
7057927-CN,32,2,2,4,6,0,0,0,0,0,518.71875,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.16740273313648046,0.0999559637803036,0.2028416494605501,0.28977547028788,0.0,0.17714791968783156,0.19277430048869135,0.17953601959297924,0.2670843779688718,0.18231244738614438,0.16763286952921808,0.17639576700401835,0.15818901901267102,0.20141193548593375,0.22374841798878134,0.20200015363165416,0.1398670782311281,0.2627894821860412,0.175149907505492,0.09911039109906235,0.0,0.21323252951989954,0.32979448284415175,0.22788745980889935,0.18593401059652806,0.1283654987639956,0.1717910032081739
7057940-CN,31,2,2,4,4,0,0,0,0,0,515.0967741935484,0.0,0.0,0.0,0.12903225806451613,0.18968028507323345,0.222851036945123,0.21258470580743427,0.139648822364798,0.09755228069031621,0.1930210571550919,0.2877293685309241,0.0635653153603021,0.15314126994624042,0.19356811692557824,0.1874611766361521,0.25645964839723,0.13787867089409764,0.18340974845510394,0.09894459848919351,0.1443025544945853,0.19656849798466317,0.23235025082077976,0.2050560826389169,0.13650363579032446,0.12229200379429556,0.16199332880697148,0.1886718946668834,0.1929609837495067,0.061245218147128355,0.3696081936762204,0.06734341371362357,0.14593948086891237,0.12527863964076227,0.14744747125082483
7057946-CN,38,2,2,7,19,0,0,0,0,0,320.8157894736842,0.0,0.0,0.0,0.02631578947368421,0.2288925052205395,0.23541741803177518,0.22457217718288894,0.19586874145899508,0.11910138393864497,0.19012821491398949,0.0,0.1633838233246636,0.1379466544082448,0.19554957024884287,0.06614167996447874,0.19822472753301926,0.17526165895503776,0.16845435528699698,0.15020563564773928,0.16046799589578997,0.13258325158543985,0.10450429337487994,0.1898279165624654,0.0,0.2200243373329268,0.2363678639561019,0.2157039343768556,0.22886797468877712,0.19923612341524644,0.0,0.2849605819331963,0.2584175045984385,0.17322325486134804,0.18059011139659384
7057989-CN,3,1,1,2,3,0,0,0,0,0,311.6666666666667,0.0,0.0,0.0,0.0,0.2791814294717558,0.32800388838292627,0.31289336173360294,0.0,0.15423548406090448,0.2574725875746061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14866542756821438,0.26487055148958516,0.14803644134912955,0.0,0.0,0.2506474832904064,0.36541452332100327,0.1559938349170583,0.0,0.2589342451250401,0.28401013449903073,0.34406934663247707,0.0,0.0,0.0,0.15980354254090892,0.0
7058152-CN,15,2,2,4,7,0,0,0,0,0,432.26666666666665,0.0,0.0,0.0,0.06666666666666667,0.2560156025908558,0.2830232102836731,0.26998485948102724,0.2204405275681931,0.07047724687146736,0.1458253834537983,0.0,0.13165008159197733,0.12154754821207499,0.14623868137050808,0.0,0.24114964721935286,0.2463034172435122,0.11501893065939692,0.1995637202906283,0.17651443791402505,0.19262248563668263,0.07664851679510677,0.19927497474759426,0.0,0.0,0.2473526092659046,0.24912239710209302,0.26044363288509986,0.15722102103265745,0.0,0.229974318339929,0.14402620322942702,0.26572959748578784,0.08594316277642107
7058201-CN,16,2,2,3,8,0,0,0,0,0,328.5625,0.0,0.0,0.0625,0.25,0.25884313333625253,0.30410888853228824,0.29009915990645396,0.0,0.0,0.20228148035327548,0.0,0.08674304444984951,0.0,0.07773888201138009,0.30262291602132046,0.24922724814965383,0.13350029942337635,0.12831504051753412,0.1902987118196957,0.12777215443092324,0.16153604156861523,0.14477937814804456,0.12777215443092324,0.0,0.18975984599337098,0.22106072221357784,0.24007095121992436,0.26332006843032835,0.276020066938418,0.0,0.0,0.0,0.23998205537490933,0.22879344984593059
7058312-CN,13,1,1,4,4,0,0,1,0,0,210.69230769230768,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.30650133757153813,0.21441494647989917,0.0,0.0,0.0,0.2150226407550159,0.31414575529282185,0.0,0.2703154872142025,0.12380381925595667,0.0,0.25871696413105927,0.30006298729688435,0.3333398219062072,0.12328001962442273,0.14500322151983733,0.3626682118357618,0.0,0.26727051446473465,0.0,0.13653306178010663,0.0,0.0,0.0,0.31756634885729385,0.0
7058363-CN,38,1,1,4,7,0,0,0,0,0,408.57894736842104,0.0,0.0,0.0,0.07894736842105263,0.10443214032922998,0.07246560672541551,0.06912725154010918,0.12298006320909956,0.1376752799119024,0.21804540027413236,0.25222491499003313,0.10777155651963491,0.1731226975397846,0.15925426476022062,0.17545653413409643,0.2538138512850445,0.15097647416933715,0.1638238519558888,0.15269808279601424,0.09375857555310707,0.20943902757708788,0.14973067866631842,0.22126497363100112,0.2908668856986421,0.20802160932651664,0.19189443747786694,0.17616287772801328,0.10623839227790356,0.20838737919569547,0.3223007676541158,0.2500517914178853,0.2299767007827409,0.0,0.07035490075381526
7058368-CN,79,3,3,8,20,1,1,0,0,1,474.6835443037975,0.0,0.0,0.0,0.13924050632911392,0.2009764437395023,0.20871702730603667,0.19910182359969067,0.1879517157282894,0.1315342222851811,0.16611315395010812,0.2313144685276111,0.14511631837556183,0.14783570857464692,0.15660063643971814,0.15915876669931736,0.2133763190257446,0.1558784405977434,0.14347744350460717,0.16064494551324637,0.17128730017400667,0.15505738550407305,0.2088800439562581,0.17611604077982135,0.1541733225436547,0.2122024155836007,0.18148467435642215,0.1985849554324268,0.2012475362585114,0.1790941950738327,0.25272785031113737,0.18512489036264373,0.20335268404090553,0.17683380031652715,0.1454143266720141
7058399-CN,17,1,1,5,13,0,0,0,0,0,375.6470588235294,0.0,0.0,0.0,0.11764705882352941,0.2016255417141565,0.2368852462883742,0.26436828448955835,0.2727687130492032,0.16586174484673644,0.22955433570370978,0.0,0.08719498526588479,0.0805038367412767,0.18647437214521284,0.09210954636475305,0.2117758101417519,0.13419585068797643,0.18178737421572103,0.13572610720959558,0.24253336740995118,0.2019021950852056,0.08595454448739803,0.22346929070988486,0.0,0.0,0.20770043331405005,0.2308575028920185,0.2051128448229067,0.2927754368718701,0.0,0.2578958941834398,0.16151267122268873,0.08188721858810874,0.16318157913787845
7058402-CN,17,1,1,5,11,0,0,0,0,0,380.47058823529414,0.0,0.0,0.0,0.11764705882352941,0.12759965137652987,0.14991391758040198,0.14300766333484702,0.2289238029857532,0.07049320591738271,0.2047475641533028,0.3081791785530899,0.2642620147263866,0.1873685909078936,0.18187598163512542,0.0,0.27980728370613434,0.0,0.16214253566761228,0.12105887592139965,0.17655440828949287,0.11684820043644885,0.16089194378474314,0.19932009907655074,0.0,0.19904368063786304,0.24740862041593936,0.16679451156866695,0.12980660718747397,0.19553463738875015,0.36377121934911294,0.0,0.0,0.20390475882091133,0.14554737439720714
7058535-CN,5,1,1,3,4,1,0,0,0,0,265.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20985000898333475,0.3498107541029,0.4274867336159828,0.0,0.0,0.0,0.20427704426510598,0.24078480132404895,0.1983000303454415,0.0,0.19914257955288447,0.0,0.33575113728433587,0.0,0.0,0.33575113728433587,0.2332425263653519,0.4385244277767441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7058577-CN,16,1,1,6,11,0,1,0,0,1,345.125,0.0,0.0,0.0,0.1875,0.15908260389080192,0.11038763903586564,0.105302286634616,0.0,0.14880419574918877,0.24190812100446094,0.0,0.0,0.18786904924466669,0.0,0.17342264359306367,0.30071712847907045,0.2714080889459371,0.14343028466952437,0.2625999415131097,0.1770259821274258,0.22451609896253077,0.29433862329646115,0.29396521960359207,0.0,0.18654164866668585,0.21121312228058126,0.2683508085683217,0.16183408693397192,0.09342216671282536,0.13013987637032023,0.21557832277395358,0.0,0.21729342328168647,0.0
7058586-CN,33,2,2,5,25,0,0,0,0,0,206.72727272727272,0.0,0.0,0.0,0.030303030303030304,0.27323718433092803,0.31017102884663067,0.29588202873647523,0.20070054856871056,0.12969913544929884,0.12787600685973907,0.0,0.19035327705112173,0.06295169531312533,0.15945309666166124,0.0,0.1959039630040641,0.1049373128878923,0.059570405035883164,0.17499979126010473,0.14155109075897493,0.1863188899786541,0.06721399270371403,0.15478760239768752,0.1464220129474168,0.19984861660363865,0.21149070029823464,0.24784638998636868,0.27184850161914975,0.11123182214416574,0.0,0.2768982894332834,0.19464789320858888,0.1343814066878845,0.22201727494809406
7058984-CN,3,1,1,2,3,0,0,0,0,0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49799479931701435,0.0,0.0,0.0,0.507256204824864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47797935961450777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5159729201250657,0.0
7059069-CN,64,3,3,6,25,0,1,0,0,1,445.34375,0.0,0.0,0.0,0.1875,0.19171878721675742,0.22524602657898918,0.21486936274108212,0.15128773092798778,0.12913461419821176,0.1840308623626389,0.23738822542684382,0.1597183001556365,0.14275748105896657,0.1431391089580181,0.15732066086018684,0.2031573137779566,0.1531950312895779,0.16437658744634323,0.146835765691329,0.18517329493865195,0.15616802743446392,0.20479803172406658,0.17750240893146021,0.15239279301152395,0.16994535471093147,0.19280229543666325,0.19410051496034011,0.19503474370214488,0.18846030610774445,0.26555047565037043,0.18645089921367236,0.17977571800360215,0.11851470571442284,0.21868528480281144
7059319-CN,36,3,3,5,16,0,0,0,0,0,406.6388888888889,0.027777777777777776,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.1836439457874869,0.180803181509393,0.1782617038954424,0.3143426920535833,0.18083795720011994,0.16696085604776564,0.19172080366390112,0.11585624303132698,0.20089623822426525,0.14050393161303906,0.1869019376745659,0.17543177761345086,0.16601140934953165,0.17700523980201763,0.16662336352035015,0.21259737703677511,0.2189058724842849,0.2651858055377506,0.2582397731720083,0.0,0.0,0.24280335215553336,0.338232341891108,0.06862565713499792,0.0,0.22137323083530824,0.1502549254558291
7059370-CN,16,1,1,3,8,0,0,0,0,0,282.0625,0.0,0.0,0.0,0.5,0.0,0.0,0.11707768837120952,0.2770801073603684,0.0,0.30802213730727956,0.0,0.18252779371916686,0.16852101828455002,0.16358091544660386,0.0,0.2762871169108157,0.09799121892501052,0.24577033052732508,0.2079905852662032,0.22380261303820648,0.2818099697206928,0.0,0.15879464388029443,0.1103128472221982,0.2074016216440877,0.25679122943100513,0.0,0.0,0.2710399075187659,0.0,0.2725418685516788,0.11793824804423535,0.2415922057263632,0.20175017287493577
7059580-CN,8,2,2,1,2,0,0,0,0,0,249.0,0.0,0.0,0.0,0.25,0.44489737154814374,0.0,0.0,0.18670441744938188,0.18381631113377103,0.10703882169798151,0.0,0.11977517801637048,0.18723481550108909,0.0,0.12652605283668636,0.21867839710879716,0.22848195384567313,0.0,0.18643983484746032,0.0,0.17995507579088207,0.0,0.0,0.12256278657284675,0.0,0.30524161935389216,0.3991585337599911,0.4378141207427648,0.0,0.0,0.0,0.0,0.1124841773153391,0.13238894953230057
7059678-CN,3,2,2,2,2,0,0,0,0,0,310.0,0.0,0.0,0.0,0.0,0.23872007391012154,0.2804667653781069,0.2675461852185577,0.0,0.3780734131192512,0.0,0.0,0.0,0.38510459335534264,0.0,0.4406225943111586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2143215107454886,0.0,0.0,0.0,0.2214072843278588,0.24284896179203513,0.0,0.0,0.0,0.0,0.391722249421743,0.0
7059840-CN,32,2,2,5,16,0,0,0,0,0,350.21875,0.0,0.0,0.03125,0.25,0.15928605488601838,0.187141549732182,0.1785202879893258,0.15133549066581478,0.21758922039044157,0.1718605549969401,0.19722967401146638,0.16437952926004895,0.06359878043569184,0.1473164898843404,0.22408295159392058,0.23638276295395258,0.14941720208425074,0.1263002243534108,0.1767986270311415,0.20362943299530786,0.2411079460214213,0.11497297355049352,0.20884386014448467,0.07048805366509306,0.20190287528446482,0.19363979203035778,0.1477340898314639,0.16204105680522993,0.20438436094626317,0.2206277655597231,0.1531548839427261,0.2409446234483076,0.06469166497258846,0.27707511751002034
7059844-CN,50,3,3,5,18,0,0,1,0,0,415.0,0.02,0.02,0.1,0.2,0.20709668055664182,0.2353684337038412,0.2245254494714734,0.18298965758587113,0.14887512157046623,0.15930439601719296,0.0,0.2434965060653225,0.051476047535334066,0.13949599878205976,0.14054560609682804,0.19132521502759067,0.2546827031911048,0.08247513359412015,0.15784442952020014,0.2342134986379312,0.16810966249734943,0.11534258198890616,0.1265709198024166,0.2219540265917331,0.14269335998614135,0.14993345388443718,0.19207732673802602,0.2106786121501147,0.23643019954906683,0.0,0.20070816193341115,0.20725761283588326,0.19054327776226468,0.2732495589360627
7060045-CN,21,2,2,4,15,0,0,0,0,0,217.14285714285714,0.0,0.0,0.0,0.09523809523809523,0.3264766050518085,0.38356991052617173,0.3658995609962971,0.20761740070728993,0.0,0.0,0.0,0.24475092335269097,0.07067670048954743,0.06860485110114925,0.0,0.23741677765485406,0.1178145083506454,0.06688048119784812,0.183643405123854,0.17378208735667783,0.1425561545593311,0.07546203811347647,0.0,0.1643899294957278,0.0,0.23744340493061264,0.3027994141301873,0.3321233245599225,0.0,0.0,0.1935308181819363,0.08374744680602,0.07189121234896907,0.0
7060133-CN,28,3,3,5,20,0,1,0,0,1,381.7142857142857,0.0,0.03571428571428571,0.0,0.21428571428571427,0.14841852343492679,0.14068347018358307,0.13420244541339327,0.16034039279726023,0.2184753266122013,0.23735001504396344,0.1837733818900881,0.07298369911439889,0.2657884984291683,0.11074502183963546,0.2955302883640031,0.2625790873172895,0.2121054762666772,0.1963568373862249,0.11360508107602642,0.18704763152084095,0.20706255960739237,0.2975299050547878,0.2433860643542442,0.0,0.11328338738034482,0.21300899346548538,0.23383645836996128,0.12181420008650613,0.16780382894836254,0.09795763821916773,0.0,0.0,0.21106802522765455,0.0
7060487-CN,10,2,2,3,3,0,0,0,0,0,504.1,0.0,0.0,0.0,0.2,0.2790933429392969,0.3187028668976202,0.30402082094013416,0.13212872167461953,0.0,0.0,0.0,0.0,0.1867491140052724,0.12861979304638296,0.0,0.23577049365310046,0.0,0.0,0.1635380628571395,0.15475636550310148,0.22158049357361917,0.0,0.2058705894125868,0.24214709546573518,0.0,0.2160162331352171,0.25885254692673554,0.275956619109188,0.0,0.0,0.27653897602353034,0.285562916199351,0.23450579145421294,0.0
7060561-CN,11,2,2,2,6,0,0,0,0,0,435.09090909090907,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.2999625629297075,0.0,0.14927572495247274,0.0,0.2906293557636618,0.23767966181136826,0.18554780629888223,0.21870833228724704,0.2991010771246518,0.18819369163503627,0.1808840974259687,0.25320667671335667,0.3059709483972682,0.14822356633217398,0.09725172583690456,0.1453187118991708,0.0,0.0,0.25141831212484334,0.15012315493532502,0.0,0.303910080282794,0.0,0.2917916783244472,0.18274061150120946,0.0,0.0
7060774-CN,9,1,1,6,9,0,0,0,0,0,1123.2222222222222,0.0,0.0,0.0,0.2222222222222222,0.29852935795797,0.13597579707398746,0.1297116460132209,0.27133855026739157,0.17850275353186837,0.18571133143639698,0.0,0.2615712558529149,0.0,0.1649662150826422,0.1778203915277367,0.2233264462564164,0.18889339675306085,0.21477501324818837,0.10980352866480755,0.21877849095885316,0.261529695148186,0.2296549248638446,0.16013941054681924,0.17225039591841915,0.1805377616975291,0.18969803619807502,0.235083964429476,0.2362825972978282,0.0,0.0,0.20863988359864702,0.13066506944712794,0.0,0.0
7060973-CN,18,1,1,6,15,0,0,0,0,0,203.66666666666666,0.0,0.0,0.0,0.05555555555555555,0.2672208904240935,0.30033808331437634,0.2865020686436282,0.21513369863680573,0.0811691370252973,0.16794811172057683,0.0,0.08955058330975273,0.08267867144964162,0.16842410981532174,0.0,0.16349612952074277,0.08139941550743841,0.13246810506406742,0.13939278771501476,0.07790678173551821,0.13454442125247096,0.0,0.20329290989638973,0.1551511261797674,0.22918809802251178,0.22821560791016773,0.25732059700397386,0.2718427266953139,0.20589434279539257,0.0,0.330624086735096,0.16587598330115186,0.21945222999704253,0.0
7061367-CN,25,2,2,5,13,0,0,0,0,0,303.88,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.13157466537971402,0.19964295213593464,0.18000435617221597,0.0,0.1771400313740185,0.2175642700035864,0.19739452536028723,0.27458044503312895,0.3154562466276285,0.24530732450995882,0.15476220553176806,0.13138820826322634,0.17523278606427342,0.15718796132062934,0.2562322583210663,0.17523278606427342,0.0,0.30919077701379105,0.24635227342212035,0.0,0.0,0.2504427417938347,0.0,0.0,0.0,0.29393731460269223,0.24345370306356628
7061773-CN,19,2,2,5,8,0,0,0,0,0,406.57894736842104,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.09142504475223066,0.2633470036043363,0.12919406302063238,0.21002830513549867,0.0,0.2592371864584184,0.18547031968987954,0.2846219746072043,0.08892798872478042,0.24187233475534822,0.23564062539400513,0.17550825297245423,0.20195261264083772,0.20446085774746117,0.12648021962365738,0.17415457242440952,0.15369664663091112,0.0861424335784506,0.2689441660190348,0.21453702755805923,0.12810115204126435,0.0,0.31993559209392247,0.0,0.24898790706549567,0.1559338588914886,0.13385810062876283,0.1575451210257844
7061774-CN,8,1,1,3,5,0,0,0,0,0,261.125,0.0,0.0,0.0,0.625,0.3392951626262174,0.2586532128026196,0.24673754227732309,0.0,0.1216250931572699,0.31291194273993406,0.0,0.0,0.12388700293866584,0.2523692969636292,0.0,0.0,0.0,0.0,0.2088683139012112,0.0,0.2841366497483201,0.0,0.24498513489943774,0.2324808525337458,0.0,0.12248970884940312,0.28777805951166263,0.31564726152119743,0.12928634452238127,0.0,0.0,0.0,0.12601588322389456,0.31125604812596896
7061834-CN,10,1,1,3,6,0,0,0,0,0,347.5,0.0,0.0,0.0,0.1,0.11695502004140655,0.0,0.0,0.0,0.10939849656998235,0.2814558674193709,0.0,0.20435419427980794,0.11143302351699716,0.3330921809646229,0.4210716432419117,0.0,0.30628075522797343,0.17853844538185618,0.11095988983385019,0.2505645947570328,0.0,0.11897786695607253,0.17778306988158737,0.0,0.28872304915867025,0.0,0.10847304523551511,0.11897786695607253,0.4231844699114439,0.0,0.0,0.0,0.0,0.13340550625305633
7061912-CN,25,3,3,3,5,0,0,0,0,0,433.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11655590528666177,0.0,0.15945752648237466,0.35848205399957017,0.1266021919855462,0.1927301154452295,0.2710300170294561,0.1657646266255705,0.3141075041322325,0.06796720027378028,0.18237810725473932,0.1442633117429332,0.06505090735473129,0.15833360220658657,0.2434321103879743,0.1552306134063277,0.0,0.2993675808464228,0.28227528664831736,0.11378217037027759,0.0,0.0,0.40101011657397473,0.0,0.0,0.255540665910136,0.0
7061913-CN,7,1,1,3,6,0,0,0,0,0,124.0,0.0,0.0,0.0,0.0,0.3649466235991604,0.3448316015598572,0.3289458535872112,0.278854480439122,0.0,0.0,0.0,0.34441049221746584,0.22561716643273008,0.0,0.0,0.21259542555381705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2764925895907045,0.33847945642867633,0.37125871820872886,0.0,0.0,0.0,0.0,0.13554296131563184,0.0
7062121-CN,8,1,1,3,6,0,0,0,0,0,415.0,0.0,0.0,0.0,0.125,0.24747928379609227,0.29075776111946666,0.27736309400270326,0.09010624998295143,0.08871240813814169,0.08746541349191628,0.0,0.2553929043011694,0.1896352815826398,0.0877133077358688,0.10338915688072739,0.22218547905342764,0.2739597053266614,0.08550865040404655,0.21471532699861706,0.1441661882921586,0.14704800430660428,0.0,0.1441661882921586,0.21017733065665095,0.21410732103262126,0.0,0.18459802873629907,0.2024749987949054,0.24607121113918523,0.0,0.24743480875046003,0.181291294575932,0.27077338044434834,0.0
7062340-CN,12,2,2,4,9,0,0,0,0,0,354.5,0.08333333333333333,0.0,0.0,0.08333333333333333,0.09365328757046752,0.11003110966614442,0.10496218190720313,0.32379859350015144,0.0,0.1462386637620666,0.0,0.3090054551265436,0.08923147542182659,0.14665313299673471,0.0,0.29974587400513264,0.24525838768194874,0.17720395403742403,0.21202847585024628,0.21940514977795927,0.22379095814101752,0.09527310913728163,0.14236215737371596,0.0,0.21142807819778253,0.2820753089328864,0.18228805192919248,0.09527310913728163,0.24299198654226314,0.0,0.28585508560513667,0.17902269675466836,0.1536782218266959,0.0
7062341-CN,21,3,3,2,7,0,0,0,0,0,310.8095238095238,0.0,0.0,0.0,0.19047619047619047,0.20841882913581927,0.0,0.13795964328554758,0.0,0.27476331088996697,0.27090107352261444,0.0,0.303135103612682,0.11728359962945373,0.2970727484863094,0.13419160620397255,0.11051444873606953,0.11546891466756065,0.11098400923503347,0.0,0.26372000584115596,0.11272358190361795,0.0,0.18711722728861274,0.4002911440477349,0.24439373664554398,0.0,0.0,0.0,0.42653565978194957,0.0,0.0,0.0,0.0,0.14040970521957954
7062386-CN,30,2,2,4,13,0,0,0,0,0,305.96666666666664,0.0,0.0,0.0,0.06666666666666667,0.15225903258149498,0.17888566163819827,0.17064473324344043,0.0,0.1424214988610008,0.1404195371251576,0.2344187378454633,0.07487224077019917,0.20364108289416458,0.2216044499696079,0.1659839812487002,0.1818468045827055,0.16240437077584366,0.11075510052706417,0.20277644283909993,0.1699709274253183,0.18548183884302877,0.17612547620499147,0.215120447389225,0.2257002961554571,0.29735512259117836,0.1783473763284024,0.14121669102259124,0.15489249555023682,0.21251633002212736,0.26222870668623754,0.13430446900729825,0.19546329940733884,0.16779130707914322,0.1736752583680773
